name,size,mean,stddev
fast,10000000,20227.6601,59.57259932385846
fast,1000000,1967.2948999999996,24.144337785928293
fast,100000,274.7425,4.776778519567348
fast,10000,43.948499999999996,3.696860698619846
fast,1000,25.9121,1.0093674063491451
slow,10000000,51486.457500000004,127.38207813748679
slow,1000000,5283.5496,18.715750595046973
slow,100000,603.1718,13.547766706140143
slow,10000,75.3259,1.2820189862088598
slow,1000,35.4486,1.2074841017586952
